v1,v2,v3,v4,v5,v6_1,v6_2,v6_3,v6_4,v6_5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31_1,v31_2,v31_3,v32_1,v32_2,v32_3,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,wei,wei2,area1,area2,area3,area4,area5,area6,area7
10,507,55,6,1,1,99,99,99,99,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,99,99,2,1,3,3,5,0,99,4,6,9,6,0,3,2,3,2,.933,1.2291004648,5,2,2,3,3,9,4
2,112,66,5,1,1,99,99,99,99,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,99,6,1,99,1,5,8,99,2,5,9,6,0,2,1,3,2,1.4313,2.3014007652,1,0,1,3,3,9,2
9,366,53,7,1,1,2,3,99,99,1,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,1,99,99,3,1,99,2,10,7,99,1,4,9,10,0,3,2,1,2,.7178,.4085008336,5,2,2,3,3,9,4
14,903,70,5,1,1,2,3,4,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,3,1,99,3,7,5,99,4,4,9,6,0,3,2,2,2,2.0936,1.8034014027,5,3,4,1,3,9,7
9,357,52,7,1,1,2,3,4,5,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,1,99,2,9,5,99,4,4,14,10,0,3,2,3,1,.806,.4587008847,4,2,3,3,1,2,6
6,807,45,8,1,1,2,3,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,99,99,6,1,99,3,8,7,99,2,4,14,8,0,1,1,3,1,.4952,.8770013849,1,0,1,3,3,9,1
1,247,50,7,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,99,99,6,1,99,1,5,3,99,4,4,14,10,0,2,2,3,2,.3604,.9442014444,1,0,2,3,3,9,1
2,112,48,8,1,1,2,3,4,5,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,99,2,1,99,3,9,8,99,4,7,16,4,0,4,2,3,1,.8531,1.3717010213,1,0,1,3,3,9,2
18,204,85,3,1,1,2,3,99,99,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,99,99,3,1,99,3,9,10,99,4,7,16,3,0,4,2,98,2,3.4553,1.3642014463,2,1,1,3,3,9,2
4,433,41,8,1,2,3,99,99,99,1,4,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,99,99,2,1,99,1,4,6,99,4,6,19,4,0,1,1,3,1,.8263,1.5011001601,1,0,2,3,3,9,3
2,111,45,8,1,1,99,99,99,99,1,4,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,99,99,6,1,99,3,0,0,99,4,3,19,6,0,3,2,3,2,.8832,1.4201002387,1,0,1,3,3,9,2
14,900,44,8,1,1,2,3,4,99,1,3,2,2,2,2,2,2,2,2,98,1,2,2,1,98,2,2,2,1,2,2,2,2,97,99,99,6,1,99,3,0,5,99,1,5,19,8,0,2,2,2,2,.5364,.4621011214,3,3,2,3,2,1,2
14,907,998,6,1,1,2,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,99,99,6,1,99,2,7,5,99,4,7,3,10,5,3,2,1,2,.7456,.6423002324,5,3,4,3,3,9,5
13,608,41,8,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,99,99,2,1,99,3,5,5,99,4,5,7,6,50,4,1,3,2,.5815,.308300465,5,3,3,3,3,9,3
17,950,41,8,1,1,2,3,99,99,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,99,99,2,1,99,1,9,8,99,1,3,9,6,3,1,2,3,2,.4216,.0956002972,3,4,2,2,2,1,5
4,403,55,6,1,1,2,3,99,99,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,99,2,1,99,2,7,7,99,4,5,9,6,10,4,2,3,1,.6095,1.1073013404,1,0,1,3,3,9,1
7,269,52,7,1,1,2,3,99,99,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,99,3,1,99,2,9,8,99,2,5,14,8,30,2,1,1,2,.5273,.2549004828,5,1,2,3,3,9,3
16,973,40,8,1,1,2,3,99,99,1,3,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,99,2,1,99,2,7,5,99,2,8,15,3,50,4,1,3,1,.5447,.1838009256,5,4,2,2,1,2,2
21,893,64,5,1,1,5,99,99,99,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,99,99,6,1,99,1,10,4,99,3,4,16,4,2,3,2,3,2,.8338,.1324006788,4,5,2,3,3,9,8
3,337,60,6,1,1,99,99,99,99,1,4,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,99,99,2,1,99,2,10,8,99,4,6,3,10,80,2,2,1,2,1.0674,1.5707008591,1,0,2,3,1,1,4
10,511,48,8,1,2,3,99,99,99,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,99,99,2,1,99,3,8,6,99,4,4,3,9,80,2,2,3,1,.6185,.8148009668,5,2,2,3,3,9,3
6,811,53,7,1,1,2,3,4,99,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,99,99,2,1,99,1,8,5,99,2,8,6,3,80,3,1,4,1,.6162,1.0913014555,1,0,1,3,3,9,3
19,317,16,8,1,1,2,3,4,99,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,99,99,2,1,99,3,10,10,99,1,4,7,6,70,2,1,3,2,.5551,.2620000899,2,1,1,3,2,1,2
15,884,50,7,1,1,2,3,99,99,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,99,99,2,1,99,2,7,6,99,4,5,9,5,80,98,2,3,2,.658,.0771000391,5,3,3,3,3,9,5
5,733,45,8,1,1,2,3,99,99,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,99,99,7,1,99,2,7,6,99,4,7,15,3,80,3,1,3,2,.5753,.6905005953,1,0,4,3,3,9,6
5,710,75,4,1,1,3,99,99,99,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,99,99,3,1,99,3,6,9,99,4,5,18,4,80,1,1,1,1,1.5319,1.8387013519,1,0,1,3,3,9,3
1,251,59,6,1,1,2,3,99,99,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,99,99,7,1,99,3,10,10,99,4,7,7,3,100,4,1,3,2,.3909,1.024101417,1,0,1,3,3,9,2
11,557,67,5,1,1,99,99,99,99,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,99,99,2,1,99,2,8,7,99,2,6,11,5,100,1,2,3,2,1.2458,.6420006592,4,2,3,3,3,9,5
19,317,79,4,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,99,2,1,99,1,8,8,99,4,7,13,3,100,3,1,3,2,2.7153,1.2816014603,2,1,1,3,2,1,2
13,612,62,6,1,1,3,2,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,99,2,1,99,1,7,9,99,4,7,15,5,100,2,2,1,2,.8032,.4259008269,3,3,2,3,3,9,5
19,316,76,4,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,99,2,1,99,1,9,8,99,4,7,17,3,100,3,2,3,2,2.7153,1.2816014122,2,1,1,3,1,2,2
4,434,58,6,1,1,2,3,99,99,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,97,99,99,6,2,1,1,9,2,99,4,5,20,99,999,99,99,3,2,1.1289,2.0509000107,1,0,1,3,3,9,3
7,260,40,8,1,96,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,99,99,6,2,99,98,6,98,99,98,3,20,99,999,99,99,3,2,.4613,.2230000397,3,1,1,3,3,9,2
10,526,62,6,1,1,2,3,4,99,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,99,3,2,99,3,8,6,99,4,5,20,99,999,99,99,3,2,.933,1.2291005604,4,2,3,3,3,9,5
6,833,43,8,1,1,2,3,99,99,2,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,99,99,3,2,99,3,9,7,99,4,5,20,99,999,99,99,3,2,.7316,1.2957005801,1,0,1,3,3,9,2
3,334,51,7,1,1,2,3,4,99,1,4,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,97,2,1,1,2,2,2,1,2,99,1,2,99,3,7,7,99,4,4,20,99,999,99,99,3,2,.7129,1.0490006117,1,0,1,3,2,1,3
5,717,54,6,1,3,2,1,99,99,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,97,1,1,1,2,1,2,1,2,99,1,2,99,3,8,7,99,4,5,20,99,999,99,99,4,2,.8949,1.0741006122,1,0,2,3,3,9,3
7,265,43,8,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,99,99,6,2,99,3,10,5,99,2,4,20,99,999,99,99,3,2,.4613,.2230006727,4,1,1,3,3,9,2
6,826,49,7,1,1,99,99,99,99,2,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,99,99,1,2,99,3,9,4,99,4,4,20,99,999,99,99,3,2,.9103,1.6121010429,1,0,3,3,3,9,3
16,973,40,8,1,1,2,3,99,99,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,99,99,3,2,99,2,98,98,99,4,5,20,99,999,99,99,1,2,.5011,.1691011431,5,4,2,2,1,2,2
2,111,97,2,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,97,2,1,1,1,2,1,1,99,99,1,2,99,3,5,9,2,4,5,21,99,999,99,99,3,1,1.9619,3.1545001934,1,0,1,3,3,9,2
14,900,96,2,1,1,2,3,4,99,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,99,99,6,2,99,3,5,5,2,98,5,21,99,999,99,99,3,1,1.1899,1.025000211,3,3,2,3,2,1,2
5,700,90,3,1,1,2,3,99,99,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,97,1,1,1,2,2,1,1,2,99,1,2,99,2,10,10,99,4,7,21,99,999,99,99,3,2,1.3557,1.6272009459,1,0,1,3,3,9,1
6,833,93,3,1,1,99,99,99,99,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,97,2,1,1,2,2,2,1,99,99,1,2,99,1,5,7,99,4,7,21,99,999,99,99,3,1,1.4185,2.5122012403,1,0,1,3,3,9,2
4,406,95,2,1,1,2,3,99,99,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,97,2,1,1,2,1,2,1,2,99,1,2,99,3,8,10,2,4,5,21,99,999,99,99,3,1,.9569,1.738401275,1,0,1,3,3,9,2
21,894,43,8,1,2,99,99,99,99,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,97,2,1,1,2,2,2,97,99,99,6,2,99,3,6,4,99,4,5,23,99,999,99,99,3,1,.285,.0453000028,5,5,3,3,3,9,8
19,317,38,8,1,1,2,3,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,97,2,1,1,2,2,2,1,99,99,4,2,99,2,3,4,99,4,8,23,99,999,99,99,3,1,.4585,.2164000359,2,1,1,3,2,1,2
9,356,40,8,1,1,99,99,99,99,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,99,3,2,99,2,8,5,99,1,5,23,99,999,99,99,3,1,.557,.3170003365,4,2,3,3,1,1,4
4,439,36,8,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,97,99,99,1,2,99,3,6,5,99,4,3,23,99,999,99,99,3,1,.8263,1.5011003685,1,0,3,3,3,9,4
9,366,39,8,1,1,2,3,4,99,1,4,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,99,99,6,2,99,2,8,3,99,4,4,23,99,999,99,99,1,1,.557,.3170004223,5,2,2,3,3,9,4
19,317,45,8,1,1,2,99,99,99,1,4,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,99,99,6,2,99,2,6,3,99,4,3,23,99,999,99,99,3,1,.4585,.2164004565,2,1,1,3,2,1,2
20,600,29,8,1,1,99,99,99,99,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,97,2,1,1,2,2,2,1,99,99,7,2,99,3,8,6,99,4,7,23,99,999,99,99,3,1,.495,.1392004861,2,3,1,3,3,9,2
11,542,45,8,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,97,2,1,1,2,2,2,1,99,99,6,2,99,3,8,8,99,4,5,23,99,999,99,99,3,1,.5535,.2852005175,4,2,2,3,3,9,3
3,320,998,6,1,1,2,99,99,99,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,99,99,1,2,99,97,5,4,99,4,7,23,99,999,99,99,3,2,1.0674,1.570700611,1,0,1,3,1,3,3
6,813,43,8,1,1,2,99,99,99,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,97,2,2,2,2,1,2,1,99,99,6,2,3,1,9,5,99,4,7,23,99,999,99,99,3,2,.7316,1.2957006408,1,0,1,3,3,9,2
9,363,57,6,1,1,3,99,99,99,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,7,2,99,2,6,4,99,1,5,23,99,999,99,99,1,1,.7966,.4533006729,5,2,2,3,1,4,4
15,880,58,6,1,1,2,3,4,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,99,99,6,2,99,2,6,6,99,4,5,23,99,999,99,99,4,1,1.0235,.1199006736,3,3,2,3,3,9,5
11,545,54,6,1,1,2,99,99,99,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,99,8,2,99,3,5,8,99,4,6,23,99,999,99,99,3,1,.774,.3988006814,4,2,2,3,2,1,5
16,973,35,8,1,1,2,3,5,99,1,3,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,99,99,3,2,99,2,8,8,99,4,4,23,99,999,99,99,3,2,.5011,.1691007046,5,4,2,2,1,2,2
8,302,998,8,1,1,2,3,4,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,99,99,10,2,99,1,7,5,99,2,7,23,99,999,99,99,3,1,.4386,.2684007371,3,1,1,3,1,3,3
20,601,43,8,1,1,2,3,99,99,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,99,3,2,99,1,5,5,99,2,8,23,99,999,99,99,1,2,.5603,.1576008433,2,3,1,3,3,9,2
16,972,43,8,1,1,2,3,4,99,1,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,97,2,1,2,2,1,2,1,2,99,3,2,99,2,7,6,99,4,6,23,99,999,99,99,1,1,.5447,.1838009231,5,4,4,1,3,9,7
4,412,42,8,1,1,3,99,99,99,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,99,99,4,2,99,3,9,7,99,4,5,23,99,999,99,99,3,1,.8263,1.5011009316,1,0,1,3,2,1,2
7,265,23,8,1,1,99,99,99,99,1,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,97,2,1,2,2,2,2,1,99,99,6,2,99,3,98,0,99,4,3,23,99,999,99,99,3,2,.4613,.2230009929,4,1,1,3,3,9,2
11,552,998,8,1,1,99,99,99,99,1,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,97,2,2,1,2,2,2,1,99,99,6,2,99,3,98,98,99,4,3,23,99,999,99,99,3,2,.5432,.2799010193,4,2,3,3,3,9,5
8,302,998,8,1,1,99,99,99,99,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,97,2,2,2,1,2,2,97,99,99,1,2,99,1,7,5,99,4,7,23,99,999,99,99,4,1,.4386,.2684011469,3,1,1,3,1,3,3
19,316,45,8,1,1,2,3,4,99,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,99,99,3,2,99,3,8,5,99,4,7,23,99,999,99,99,4,1,.4585,.216401147,2,1,1,3,1,2,2
18,204,998,8,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,97,99,99,6,2,99,2,10,0,99,4,3,23,99,999,99,99,3,1,1.6734,.6607012664,2,1,1,3,3,9,2
4,411,49,7,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,97,2,1,2,2,2,2,1,99,99,6,2,99,2,10,0,99,3,5,23,99,999,99,99,3,1,.7171,1.3028013908,1,0,2,3,2,1,3
13,613,55,6,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,2,99,3,5,0,99,4,4,98,99,999,99,99,3,1,.7878,.4177001305,3,3,3,3,3,9,5
7,269,57,6,1,1,2,3,4,99,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,99,6,2,99,1,7,8,99,2,5,1,7,0,2,2,3,2,.8138,.393500106,5,1,2,3,3,9,3
9,351,47,8,1,1,2,3,4,99,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,99,99,6,2,99,3,10,6,99,4,5,1,7,0,3,2,1,1,.557,.3170003082,4,2,1,3,1,4,4
10,522,45,8,1,1,2,3,99,99,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,99,99,1,2,99,2,8,3,99,1,3,3,10,0,3,2,3,2,.5744,.7567000161,5,2,3,3,3,9,5
20,600,60,6,1,1,2,3,4,99,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,99,99,3,2,4,3,8,5,99,4,5,3,4,0,3,1,3,2,.7412,.2084010409,2,3,1,3,3,9,2
4,406,67,5,1,1,4,99,99,99,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,2,99,2,8,5,99,4,5,3,10,0,2,2,3,2,.6292,1.1431013573,1,0,1,3,3,9,2
5,720,58,6,1,1,99,99,99,99,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,2,99,3,8,10,99,4,4,6,8,0,4,2,3,1,1.0989,1.3190013648,1,0,2,3,3,9,4
18,202,48,8,1,1,2,4,99,99,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,1,99,99,3,2,99,1,9,0,99,4,5,7,6,0,2,2,3,1,.5888,.232500083,2,1,2,3,3,9,2
9,363,44,8,1,1,2,99,99,99,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,2,99,3,5,0,99,4,5,7,10,0,3,2,1,2,.4961,.2823001347,5,2,2,3,1,4,4
7,261,58,6,1,1,2,3,99,99,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,7,2,99,3,7,6,99,2,5,7,6,0,4,2,3,2,.8138,.3935008154,4,1,3,3,3,9,5
17,950,88,3,1,1,2,4,99,99,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,99,99,1,2,99,3,8,7,99,4,7,9,6,0,3,2,3,2,1.2277,.2784007054,3,4,2,2,2,1,5
9,360,46,8,1,1,99,99,99,99,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,99,8,2,99,2,6,6,99,4,6,9,6,0,3,2,1,2,.4961,.2823007154,3,2,1,3,1,4,3
20,600,61,6,1,1,4,99,99,99,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,2,7,3,7,7,99,4,5,19,2,0,3,2,3,2,.7412,.2084008194,2,3,1,3,3,9,2
17,958,47,8,1,96,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,2,99,1,8,6,99,2,4,1,7,2,2,2,2,1,.2944,.0668004053,5,4,4,2,1,2,5
12,647,63,6,1,1,2,3,4,99,1,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,99,1,2,99,2,9,9,99,4,5,1,7,2,2,1,3,2,.8728,.6227004972,5,2,3,3,3,9,5
13,602,57,6,1,1,99,99,99,99,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,99,1,2,99,2,9,7,99,4,3,1,7,50,4,2,3,2,.8032,.4259009901,5,3,4,3,3,9,5
8,303,63,6,1,1,2,3,99,99,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,3,2,99,3,5,8,99,4,6,6,2,50,3,2,1,2,.8269,.5061003856,5,1,1,3,1,4,4
9,351,50,7,1,1,2,3,99,99,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,99,99,1,2,99,2,8,8,99,4,5,7,2,30,3,1,1,2,.7178,.4085009812,4,2,1,3,1,4,4
1,221,73,5,1,1,2,3,99,99,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,99,1,2,99,3,10,8,99,4,7,8,2,20,2,1,3,1,.4201,1.1006013095,1,0,1,3,3,9,2
4,436,60,6,1,1,2,3,4,99,1,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,99,99,1,2,99,1,6,5,99,4,5,8,9,10,3,2,3,1,.6095,1.1073014019,1,0,2,3,3,9,3
3,330,50,7,1,1,2,3,99,99,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,99,99,1,2,99,2,7,6,99,4,6,10,9,50,3,1,3,1,.6758,.9944001763,1,0,1,3,3,9,2
4,406,39,8,1,1,2,3,4,99,1,4,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,2,99,2,5,5,99,4,5,14,6,10,2,1,3,2,.4321,.7850013969,1,0,1,3,3,9,2
16,973,53,7,1,1,3,99,99,99,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,99,99,3,2,99,1,8,5,99,4,6,16,4,30,2,2,4,2,.5966,.2013006656,5,4,2,2,1,2,2
4,411,61,6,1,1,2,3,99,99,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,99,1,2,99,2,7,7,99,4,6,17,3,30,3,1,3,2,1.1289,2.0509000946,1,0,2,3,2,1,3
18,204,57,6,1,1,2,3,99,99,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,99,99,3,2,99,2,8,5,99,4,7,17,3,20,2,2,3,1,.7301,.2882001996,2,1,1,3,3,9,2
6,830,32,8,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,99,99,6,2,99,3,6,5,99,4,3,18,2,50,4,2,98,1,.6814,1.20680075,1,0,1,3,3,9,2
10,521,56,6,1,1,2,3,99,99,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,99,99,3,2,6,3,8,5,99,4,5,19,6,20,3,1,3,2,.933,1.2291004754,4,2,2,3,3,9,5
5,702,60,6,1,1,2,3,4,5,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,99,99,6,2,99,3,8,8,99,4,5,3,4,80,2,2,3,1,.9335,1.1205002062,1,0,2,3,3,9,2
11,540,61,6,1,1,2,3,4,99,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,2,99,2,7,5,99,2,5,3,9,80,1,2,3,2,.7602,.3917005319,3,2,2,3,3,9,3
6,804,48,8,1,1,2,3,99,99,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,99,99,1,2,99,3,8,8,99,2,6,3,2,70,3,1,3,1,.6814,1.2068007036,1,0,1,3,3,9,2
17,950,83,4,1,1,2,3,99,99,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,99,99,1,2,99,3,6,10,99,4,7,11,5,95,3,1,1,1,.7072,.1604008598,3,4,2,2,2,1,5
7,262,63,6,1,1,2,3,99,99,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,99,99,10,2,99,1,8,7,99,4,7,12,6,80,3,1,3,1,.9255,.4475002288,5,1,3,3,3,9,5
19,316,67,5,1,2,3,99,99,99,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,99,3,2,99,2,9,8,99,4,8,16,3,60,4,1,3,2,.9888,.4667004018,2,1,1,3,1,2,2
5,722,80,4,1,1,2,3,4,99,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,99,99,3,2,99,1,6,7,99,4,7,16,4,80,3,1,3,2,1.4683,1.7624014005,1,0,3,3,3,9,3
17,950,60,6,1,1,2,3,99,99,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,99,3,2,99,1,6,6,99,4,7,17,5,80,2,1,4,2,.7612,.1726003735,3,4,2,2,2,1,5
19,316,82,4,1,1,2,3,4,99,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,99,1,2,99,5,8,8,99,4,7,17,4,99,4,2,1,2,2.7153,1.2816014014,2,1,1,3,1,2,2
